SCHL_ID,CASEID,STU_WT,age,Q1,exercise,pcgame,tv,fastfood,bmi,a,b,c,d,e,f,g,h,green_have,male
31102,1723,1379.38,12,1,5,2,3,2,18.48,5,4,5,5,4,4,5,5,1,1
31102,1826,1379.38,13,1,6,2,2,4,31.1,3,2,2,2,5,1,1,2,1,1
31102,1853,1516.16,13,1,4,4,4,3,23.13,2,5,4,5,3,5,1,4,1,1
31102,2092,360.03,13,2,2,1,2,2,-9,5,5,5,5,5,3,5,4,1,0
31102,2248,581.76,12,1,2,5,5,5,-9,3,4,5,5,4,4,3,4,1,1
31102,2298,1379.38,13,1,1,2,2,1,20.46,1,1,1,2,5,5,1,5,1,1
31102,2579,1839.98,12,2,4,3,7,5,23.21,4,3,5,5,3,3,5,5,1,0
31102,2638,581.76,12,2,4,4,3,5,-9,1,1,5,5,4,5,4,5,1,0
31102,2750,360.03,13,2,2,2,4,2,27.35,5,4,3,5,5,2,5,5,1,0
31102,2751,1516.16,14,2,2,4,4,4,36.59,5,5,5,4,5,4,5,5,1,0
31102,3033,360.03,13,2,3,2,4,6,15.93,4,4,5,3,4,5,5,5,1,0
31102,3391,1379.38,12,2,2,1,2,2,16.79,2,5,3,5,5,1,1,2,1,0
31102,3398,360.03,14,2,5,5,3,5,20.55,2,4,3,5,4,2,5,4,1,0
31102,3697,1516.16,13,1,6,1,3,4,18.48,4,5,5,1,1,3,5,5,1,1
31102,4176,1516.16,13,1,2,5,4,2,21.12,4,5,5,5,5,5,5,5,1,1
31102,4245,1379.38,12,1,5,2,4,5,15.11,1,1,3,1,5,3,5,1,1,1
31102,4990,1379.38,12,2,3,2,4,2,22.03,1,2,5,5,5,4,4,4,1,0
31102,5610,1379.38,13,2,4,2,5,2,24.32,2,5,5,5,4,4,5,4,1,0
31102,6120,581.76,12,1,6,6,1,1,22.17,4,3,5,5,5,5,5,3,1,1
31102,6704,1516.16,14,2,1,1,2,4,20.61,5,4,5,3,3,3,3,3,1,0
31102,6861,1379.38,13,1,2,3,9,2,25.1,3,5,2,5,1,2,5,5,1,1
31102,7229,360.03,13,1,4,2,4,4,24.22,5,5,5,5,5,5,5,5,1,1
31102,7257,1516.16,13,1,3,3,2,6,24,4,5,4,5,4,5,3,5,1,1
31102,7496,1379.38,12,1,3,3,4,4,15.48,4,4,5,5,5,4,5,5,1,1
31102,7522,581.76,13,2,1,2,4,5,17.16,5,4,5,5,1,2,5,2,1,0
31102,8021,1379.38,12,2,5,3,5,2,19.26,2,2,3,2,1,4,1,3,1,0
31102,8514,1839.98,12,2,2,2,2,2,16.11,5,3,5,5,5,5,5,1,1,0
31102,8582,360.03,13,1,4,4,5,5,21.9,3,4,5,5,3,5,4,2,1,1
31102,8898,581.76,12,1,3,2,2,2,22.66,5,5,5,4,3,4,5,3,1,1
31102,9180,1379.38,13,2,1,4,4,2,17.13,5,5,5,4,3,4,5,5,1,0
31102,9231,1379.38,12,1,3,3,5,5,20.5,4,5,5,5,5,4,5,5,1,1
31102,9655,2485.94,13,2,3,2,7,6,19,3,3,3,3,3,3,3,3,1,0
31102,9667,1379.38,13,2,3,4,5,4,18.5,2,4,3,2,2,4,3,4,1,0
31102,9806,1839.98,12,2,3,2,8,6,20.55,5,5,5,5,5,5,1,5,1,0
31102,9926,1379.38,12,1,3,4,3,5,25.93,1,1,5,5,2,3,5,4,1,1
31102,10210,1516.16,14,2,3,2,2,3,30.72,5,5,5,5,4,5,5,5,1,0
31102,10662,360.03,13,2,2,2,1,6,21.44,2,4,4,4,2,2,1,5,1,0
31102,10796,1516.16,13,2,1,2,3,2,19.53,3,4,5,4,2,2,5,5,1,0
31102,10997,1379.38,12,2,3,1,3,6,25.77,5,5,5,5,4,1,5,5,1,0
31102,11066,1516.16,13,2,3,2,3,2,19.23,5,5,5,5,5,5,5,5,1,0
31102,11113,1516.16,13,2,4,1,4,4,19.1,2,3,4,2,4,4,1,4,1,0
31102,11123,1516.16,13,2,4,2,4,4,15.63,5,4,4,5,4,4,5,5,1,0
31102,11170,1379.38,12,1,2,2,4,4,16.06,4,4,3,5,5,5,5,4,1,1
31102,11438,581.76,12,1,2,3,6,3,18.36,5,5,5,5,5,4,5,5,1,1
31102,11975,581.76,12,1,2,2,7,6,29.46,5,2,2,5,5,5,2,2,1,1
31102,11988,1516.16,13,2,4,4,5,4,21.41,2,5,4,5,4,5,5,5,1,0
31102,12117,1516.16,13,1,4,1,4,4,19.04,5,5,1,5,5,5,1,5,1,1
31102,12442,1516.16,14,2,1,2,2,2,28.72,5,5,5,5,1,5,5,5,1,0
31201,164,1819.06,14,2,4,3,2,5,17.5,4,4,4,5,4,4,4,5,0,0
31201,517,1819.06,13,1,4,4,4,5,23.44,4,3,4,4,3,4,4,5,0,1
31201,594,431.96,14,2,4,2,6,3,17.5,4,5,3,4,4,5,5,5,0,0
31201,690,1819.06,13,2,5,3,3,4,16.79,4,4,5,5,5,4,4,5,0,0
31201,967,1654.96,12,2,2,1,2,4,23.73,2,3,5,5,5,2,3,5,0,0
31201,1047,1654.96,12,2,4,4,3,3,16.68,1,5,5,5,5,3,2,5,0,0
31201,1708,1819.06,13,2,4,4,-9,6,20.86,3,1,1,2,2,2,2,1,0,0
31201,1724,1654.96,13,1,6,2,2,4,16.43,4,5,5,3,3,4,2,4,0,1
31201,1748,1819.06,13,1,4,3,3,3,20.38,5,5,5,5,5,5,3,5,0,1
31201,1846,2207.57,12,1,2,1,2,6,17.34,5,5,5,5,5,4,4,5,0,1
31201,2385,1819.06,13,1,3,6,1,2,20.51,1,1,1,1,1,1,1,1,0,1
31201,2405,431.96,13,2,3,4,4,4,17.98,4,4,5,4,2,4,4,5,0,0
31201,2542,1654.96,12,2,2,2,3,5,15.93,5,2,3,5,4,3,2,3,0,0
31201,2565,697.98,13,2,3,2,3,4,16.44,4,3,1,5,5,3,1,3,0,0
31201,2580,1819.06,13,2,5,2,3,4,19.93,4,5,5,5,5,3,5,5,0,0
31201,2763,1819.06,13,1,5,4,3,3,19.7,4,5,5,4,4,4,5,5,0,1
31201,3056,1819.06,13,2,5,2,5,5,17.35,5,5,5,5,5,5,5,4,0,0
31201,3109,1819.06,13,2,5,3,4,3,21.03,4,3,5,4,5,3,5,5,0,0
31201,3912,697.98,12,1,3,5,3,6,-9,4,5,5,5,2,3,4,5,0,1
31201,3959,1654.96,12,1,4,2,4,2,15.59,-9,-9,-9,-9,-9,-9,-9,-9,0,1
31201,4046,697.98,12,2,2,2,4,6,18.67,1,1,1,1,1,1,1,4,0,0
31201,4081,431.96,13,2,1,2,4,6,16.59,4,5,5,3,1,2,3,5,0,0
31201,4373,1819.06,14,1,5,2,2,7,23.98,2,3,5,4,5,5,5,5,0,1
31201,4502,697.98,12,1,4,3,2,4,18.09,5,5,4,5,5,4,5,5,0,1
31201,4543,431.96,14,1,3,4,2,5,17.23,5,5,5,5,4,4,3,5,0,1
31201,5198,1654.96,12,1,3,2,2,2,-9,5,5,3,4,4,3,5,5,0,1
31201,5293,1819.06,13,2,2,2,3,5,18.38,5,5,5,5,4,3,4,4,0,0
31201,5787,431.96,13,1,4,2,2,3,22.66,5,5,5,5,4,4,5,5,0,1
31201,6078,1819.06,13,2,6,1,2,3,18.85,3,2,4,4,4,2,2,3,0,0
31201,6286,1819.06,13,2,4,1,3,2,21.9,5,5,5,5,4,5,4,5,0,0
31201,6587,431.96,13,1,4,3,4,2,26.65,5,5,5,5,5,5,5,5,0,1
31201,7299,1819.06,13,1,4,2,2,4,-9,5,5,4,5,4,3,5,5,0,1
31201,7457,697.98,12,1,4,3,4,3,24.66,4,5,3,-9,5,4,5,5,0,1
31201,7480,1654.96,13,2,3,3,3,4,15.91,3,4,4,4,2,2,3,4,0,0
31201,7559,1819.06,13,2,2,2,3,5,16.27,4,5,5,4,5,4,3,5,0,0
31201,8578,697.98,12,2,2,2,4,5,26.39,3,3,4,3,1,2,3,5,0,0
31201,8774,1819.06,14,1,4,9,6,4,18.84,1,5,5,5,5,5,5,5,0,1
31201,8847,1654.96,12,1,5,2,3,4,19.68,4,4,3,5,5,3,5,5,0,1
31201,8892,1654.96,12,2,4,1,2,4,23.12,4,4,5,4,4,4,3,5,0,0
31201,9372,1819.06,14,2,2,2,3,2,17.34,5,5,5,5,5,4,5,5,0,0
31201,9630,2207.57,12,2,1,-9,9,5,19.42,5,5,5,5,5,5,5,5,0,0
31201,9632,1654.96,12,1,4,2,4,2,38.57,2,5,5,5,5,5,5,5,0,1
31201,9995,1654.96,12,2,4,1,4,5,20.08,3,3,3,4,3,5,5,5,0,0
31201,10013,1654.96,13,2,3,3,4,4,20.69,4,5,5,5,4,4,4,5,0,0
31201,10095,1819.06,13,2,6,2,2,2,19.1,4,4,5,5,5,5,4,5,0,0
31201,10148,1819.06,13,2,2,2,3,3,20.33,3,4,5,5,4,3,2,5,0,0
31201,10807,1819.06,13,1,6,2,2,2,21.88,5,5,4,5,5,5,5,5,0,1
31201,10871,1819.06,14,1,3,3,2,5,20.99,4,3,5,5,4,5,5,5,0,1
31201,11538,1654.96,12,2,2,2,2,2,18.84,5,5,5,5,5,5,5,5,0,0
31201,11795,1654.96,12,2,6,1,4,2,19.81,2,1,5,5,3,2,1,5,0,0
31201,12152,1654.96,12,2,5,2,3,4,18.8,5,3,5,5,2,2,5,5,0,0
31201,12225,431.96,13,2,3,4,5,5,30.66,5,5,4,5,1,2,1,5,0,0
31201,12497,1654.96,12,1,4,2,2,4,17.13,4,4,5,4,4,3,2,4,0,1
31203,233,489.67,15,1,2,2,-9,6,19.17,2,3,5,-9,4,3,2,1,0,1
31203,404,226.29,14,1,5,6,7,7,18.21,1,2,2,3,3,2,3,3,0,1
31203,643,226.29,15,1,2,1,2,7,16.46,2,5,5,5,1,5,5,1,0,1
31203,760,511.81,14,2,6,2,4,5,17.39,5,5,5,5,5,1,5,5,0,0
31203,1042,511.81,14,2,3,1,3,6,19.22,2,5,5,2,3,3,3,3,0,0
31203,1320,511.81,14,1,5,3,4,5,18.68,3,4,5,5,2,3,5,3,0,1
31203,1339,518.78,14,1,4,4,4,6,19.72,2,5,5,5,3,5,5,5,0,1
31203,1447,226.29,14,1,6,1,9,6,-9,1,1,1,1,1,1,1,1,0,1
31203,1594,489.67,15,2,4,1,4,5,26.55,1,2,3,2,2,2,5,3,0,0
31203,1646,489.67,15,2,1,5,6,2,34.31,2,5,5,1,2,2,4,5,0,0
31203,1704,489.67,15,1,6,2,5,2,19.33,4,5,3,5,3,4,5,4,0,1
31203,1973,489.67,15,1,5,2,6,5,16.98,4,3,4,5,2,5,1,5,0,1
31203,2147,489.67,15,1,6,8,2,2,18.04,5,5,5,5,5,5,5,5,0,1
31203,2304,279.32,15,1,6,3,3,3,18.75,4,4,5,5,4,4,5,5,0,1
31203,2351,511.81,14,1,3,3,1,2,25.86,5,4,1,5,5,4,5,5,0,1
31203,2420,343.68,15,2,1,1,2,4,17.66,5,5,4,5,5,5,5,5,0,0
31203,2573,226.29,14,2,2,2,2,5,27.34,2,3,5,5,1,4,2,3,0,0
31203,2809,343.68,15,2,4,2,7,5,24.16,3,5,5,4,2,5,1,3,0,0
31203,3199,511.81,14,2,5,1,2,3,17.98,3,5,5,5,3,3,4,5,0,0
31203,3450,226.29,14,1,1,9,4,5,17.19,3,4,5,1,1,1,3,3,0,1
31203,3721,489.67,15,1,5,6,4,5,17.5,3,2,5,2,3,1,1,4,0,1
31203,3743,511.81,14,2,3,1,2,4,27.82,1,4,5,2,4,4,1,4,0,0
31203,4253,511.81,14,1,3,-9,-9,5,19.7,5,4,4,4,3,4,5,5,0,1
31203,4952,226.29,14,1,3,3,2,2,23.25,5,4,5,5,4,4,5,5,0,1
31203,5315,279.32,15,1,6,1,3,4,-9,3,3,2,5,2,2,4,5,0,1
31203,5407,511.81,14,2,4,1,2,4,20.79,3,3,4,4,3,3,3,5,0,0
31203,5718,226.29,14,2,3,1,5,3,29.47,5,4,4,4,3,1,5,5,0,0
31203,5755,489.67,15,1,6,2,4,4,19.76,3,3,5,5,5,5,5,5,0,1
31203,6847,511.81,14,2,3,1,2,4,17.3,2,3,5,2,2,2,3,4,0,0
31203,6961,279.32,15,2,4,1,4,4,19.1,4,4,1,5,4,5,5,4,0,0
31203,7119,279.32,15,2,2,1,3,3,22.91,4,5,3,4,5,4,3,5,0,0
31203,7129,511.81,14,2,6,1,3,3,20.55,5,4,5,4,4,4,5,3,0,0
31203,7275,226.29,15,1,4,7,5,2,18.09,5,5,5,5,5,5,5,5,0,1
31203,8030,511.81,14,2,4,2,2,4,17.66,2,5,4,3,4,3,4,5,0,0
31203,8067,226.29,14,1,3,5,4,3,36.25,5,5,5,5,5,5,5,5,0,1
31203,8861,343.68,15,1,6,2,4,4,20.13,4,4,4,5,5,5,5,5,0,1
31203,9162,518.78,14,2,4,2,4,5,21.39,4,4,5,5,3,3,4,5,0,0
31203,9323,489.67,15,1,3,2,4,5,21.41,3,3,2,3,3,3,3,4,0,1
31203,9541,343.68,15,1,3,3,4,4,18.12,3,4,5,5,4,4,5,5,0,1
31203,9943,279.32,15,1,5,3,4,4,23.66,3,4,4,4,3,3,2,2,0,1
31203,10006,511.81,14,1,3,6,2,3,18.04,4,5,4,1,1,2,5,2,0,1
31203,10154,279.32,15,1,5,3,4,3,25.05,5,4,4,3,2,4,2,1,0,1
31203,10352,279.32,15,1,2,2,3,2,20.59,5,5,3,5,5,1,2,5,0,1
31203,10628,489.67,15,1,1,3,5,6,20.57,5,4,3,4,5,3,5,5,0,1
31203,10854,279.32,15,2,4,2,2,2,18.07,1,2,4,4,4,4,4,1,0,0
31203,10881,279.32,15,2,3,1,4,3,25.55,4,4,4,4,5,5,5,4,0,0
31203,11192,489.67,15,1,2,1,2,4,20.08,3,2,4,4,4,3,5,5,0,1
31203,11353,489.67,15,1,6,1,2,4,19.72,5,5,5,2,1,1,1,5,0,1
31203,11891,489.67,15,1,3,-9,-9,5,20.04,4,4,4,4,4,4,4,4,0,1
31203,11912,279.32,15,2,3,2,2,4,27.35,4,4,5,4,4,5,5,5,0,0
31203,12035,511.81,14,1,6,2,2,3,26.55,4,4,3,5,5,4,4,5,0,1
31203,12186,518.78,14,2,6,3,3,5,22.81,5,5,4,5,5,5,5,5,0,0
31203,12232,511.81,15,2,5,1,3,2,17.98,3,2,2,4,2,5,5,4,0,0
31203,12602,489.67,15,2,3,1,4,4,20.07,2,3,3,1,2,2,1,2,0,0
31203,12631,511.81,15,2,4,1,3,2,19.71,3,4,3,2,2,2,2,3,0,0
31702,250,2724.47,15,1,6,2,4,4,21.91,2,5,3,5,5,5,5,5,1,1
31702,968,1204.6,15,1,3,2,4,2,21.59,5,5,4,5,5,2,3,5,1,1
31702,1084,1204.6,15,2,2,1,6,5,22.41,3,4,5,4,5,4,5,3,1,0
31702,1481,2724.47,14,1,4,2,5,6,20.63,4,5,4,3,5,3,5,5,1,1
31702,1768,1204.6,14,2,2,3,3,4,-9,3,4,5,2,3,2,4,5,1,0
31702,1816,1204.6,14,1,-9,2,2,2,-9,4,4,4,4,4,4,4,4,1,1
31702,1950,1204.6,15,1,4,4,3,5,20.74,5,5,2,5,5,5,5,4,1,1
31702,2028,2724.47,14,1,3,2,3,4,25.64,4,5,3,3,1,2,3,4,1,1
31702,2048,2724.47,14,2,3,2,3,4,19.97,4,4,5,5,5,5,5,5,1,0
31702,2561,1204.6,14,1,6,7,2,7,24.39,5,4,5,5,5,3,5,5,1,1
31702,2735,2724.47,14,1,2,4,9,6,25.33,4,5,2,5,5,5,5,5,1,1
31702,2962,2724.47,14,1,4,2,3,4,18.61,3,5,1,5,5,5,5,5,1,1
31702,2964,2724.47,14,2,3,2,5,2,18.21,4,4,5,5,4,5,5,3,1,0
31702,3039,2606.62,15,2,3,2,2,5,25.69,2,3,2,5,4,3,1,2,1,0
31702,3106,2606.62,15,2,5,1,2,3,17.03,5,5,4,4,4,4,3,5,1,0
31702,3582,2606.62,15,1,2,3,5,5,19.44,4,3,5,4,3,3,2,5,1,1
31702,4125,1486.89,15,2,3,2,3,4,19.6,3,5,4,5,4,5,5,5,1,0
31702,5013,1204.6,14,1,6,5,6,6,22.78,4,4,4,4,4,4,4,4,1,1
31702,5333,2724.47,14,2,3,2,4,6,18.85,3,2,5,4,2,1,2,5,1,0
31702,5572,2606.62,16,1,4,1,2,2,23.43,4,4,3,4,4,4,3,3,1,1
31702,5575,2724.47,14,1,5,2,2,2,21.83,5,5,5,5,5,2,5,5,1,1
31702,5869,2724.47,14,1,4,4,2,2,21.59,4,5,3,5,4,5,4,5,1,1
31702,6394,2724.47,15,1,3,2,3,4,21.66,4,5,3,5,5,4,3,3,1,1
31702,6535,2606.62,15,1,3,4,3,4,24.16,4,3,4,2,4,5,2,3,1,1
31702,6999,1486.89,15,1,4,6,9,6,21.46,5,5,5,5,2,5,5,5,1,1
31702,7100,1486.89,15,1,4,1,1,4,25.88,5,5,5,3,5,4,2,5,1,1
31702,7206,2724.47,14,1,6,2,3,4,18.74,5,5,5,5,5,5,5,5,1,1
31702,7885,2724.47,15,1,4,8,3,1,20.42,1,3,1,4,1,2,2,2,1,1
31702,8464,2724.47,15,1,3,1,6,4,26.55,3,5,1,4,4,5,5,4,1,1
31702,9023,2724.47,15,1,3,1,2,4,18.79,3,5,5,5,5,5,4,5,1,1
31702,10074,2606.62,16,2,1,3,4,2,22.19,3,3,4,3,3,3,3,4,1,0
31702,10289,1204.6,14,1,3,-9,-9,4,29.22,5,5,5,5,5,5,5,5,1,1
31702,10370,1204.6,15,1,3,3,3,6,18.33,5,5,5,5,5,5,5,5,1,1
31702,10552,1204.6,14,1,4,3,2,3,20.87,5,5,5,5,4,4,5,4,1,1
31702,10805,2724.47,14,2,3,3,4,5,27.04,3,4,2,2,2,2,4,4,1,0
31702,10837,2724.47,14,1,4,2,3,3,20.94,5,5,3,5,5,4,5,5,1,1
31702,10951,1204.6,14,2,4,3,5,4,23.98,4,4,5,4,4,4,5,5,1,0
31702,11035,2724.47,14,1,4,2,3,2,-9,2,3,3,5,4,4,4,4,1,1
31702,11668,2724.47,15,2,2,1,2,6,21.09,1,1,3,1,2,2,3,1,1,0
31702,11685,2606.62,15,2,6,2,3,4,23.12,4,4,4,5,4,5,5,4,1,0
31702,11717,2606.62,16,1,4,2,2,3,17.9,4,4,5,5,5,3,4,4,1,1
31702,11854,2724.47,14,2,3,2,4,4,21.17,4,5,5,4,3,3,5,2,1,0
31702,11888,1204.6,14,1,2,4,4,3,27.4,5,4,5,5,5,4,4,5,1,1
31702,11910,1204.6,14,1,3,2,2,4,25.79,5,4,5,5,4,4,5,5,1,1
31702,12106,2724.47,14,1,3,2,4,2,24.96,4,5,4,5,3,4,2,3,1,1
31702,12122,2724.47,14,2,5,2,4,5,23.33,1,4,1,2,2,1,1,2,1,0
31702,12389,1204.6,14,1,4,-9,-9,2,28.59,5,5,5,4,5,3,5,5,1,1
31702,12467,2724.47,15,2,4,1,3,5,22.62,3,4,5,2,3,4,5,5,1,0
31702,12579,1204.6,15,2,2,1,7,5,17.98,3,3,3,3,2,5,1,2,1,0
31702,12584,2724.47,14,2,3,3,3,3,19.1,5,4,5,4,5,3,5,5,1,0
31801,50,2317.14,11,2,3,2,4,3,-9,5,5,5,5,4,4,4,5,0,0
31801,835,2607.5,11,1,4,3,4,4,-9,4,5,5,5,3,3,5,3,0,1
31801,880,2317.14,12,1,6,2,3,5,23.57,3,1,3,3,5,3,1,3,0,1
31801,1189,2317.14,12,1,4,1,2,5,21.72,5,5,5,5,1,4,5,5,0,1
31801,1246,2607.5,10,1,3,2,6,7,27.74,1,1,1,1,1,1,1,1,0,1
31801,1493,2607.5,10,1,3,2,3,3,11.99,5,4,3,1,1,5,1,2,0,1
31801,2177,2317.14,12,2,4,1,2,2,21.9,5,5,5,5,4,3,3,5,0,0
31801,2224,2317.14,12,1,5,3,4,2,31.4,2,5,5,5,3,1,5,5,0,1
31801,2830,2317.14,11,1,3,4,3,3,19.73,5,5,4,5,5,3,3,5,0,1
31801,3012,2607.5,11,2,4,2,5,2,16.19,5,4,5,5,5,4,3,2,0,0
31801,3811,2607.5,11,2,4,2,2,2,15.19,5,4,5,5,5,3,5,5,0,0
31801,3827,2607.5,10,2,2,1,-9,2,17.08,5,5,5,5,5,4,4,4,0,0
31801,4215,2317.14,11,1,6,1,2,4,17.9,5,5,5,4,4,5,4,5,0,1
31801,4690,2317.14,13,1,5,4,3,2,18.91,5,5,5,5,5,4,5,5,0,1
31801,5149,2607.5,11,1,1,3,3,6,18.94,5,5,5,5,1,5,5,5,0,1
31801,5254,2317.14,11,1,4,3,2,2,17.13,5,5,5,5,5,5,5,5,0,1
31801,6007,2317.14,11,2,3,2,2,4,-9,1,5,5,5,4,5,5,5,0,0
31801,6115,2607.5,11,1,4,2,2,5,17.93,1,4,5,2,3,4,3,5,0,1
31801,6471,2317.14,11,2,5,2,3,4,20.46,5,4,5,5,5,5,5,5,0,0
31801,6560,2607.5,10,1,2,-9,2,5,-9,5,5,5,5,5,5,5,5,0,1
31801,6730,2607.5,11,2,3,3,6,4,16.97,1,2,5,4,3,3,1,2,0,0
31801,6881,2607.5,11,2,-9,1,2,6,-9,5,5,5,5,5,5,5,5,0,0
31801,7030,2317.14,11,1,6,2,4,2,27.21,4,5,5,4,1,5,3,5,0,1
31801,7083,2607.5,10,2,4,2,4,4,27.92,3,3,5,5,1,1,5,5,0,0
31801,7642,2317.14,12,1,5,3,4,4,16.26,4,5,4,4,5,3,5,5,0,1
31801,7909,2607.5,10,2,2,2,2,1,-9,4,2,1,3,5,5,5,5,0,0
31801,7951,2317.14,11,1,6,4,3,6,26.89,5,4,5,5,5,4,5,5,0,1
31801,8573,2317.14,11,1,5,-9,6,7,22.8,5,2,3,1,5,1,2,5,0,1
31801,9294,2607.5,10,2,5,1,2,5,13.42,5,5,5,5,5,5,5,5,0,0
31801,9651,2317.14,12,1,4,2,5,3,16.37,4,5,5,4,5,4,4,3,0,1
31801,9851,2607.5,10,1,2,3,4,4,19.27,5,5,5,5,5,5,5,5,0,1
31801,10020,2317.14,12,2,4,3,3,4,-9,5,5,5,5,2,1,4,5,0,0
31801,10298,2317.14,11,2,5,2,4,4,21.59,2,3,-9,4,1,-9,-9,5,0,0
31801,10888,724.12,12,1,6,1,2,4,23.33,4,5,2,4,1,3,4,5,0,1
31801,11350,2607.5,10,1,2,7,7,5,21.49,2,4,1,2,1,2,1,5,0,1
31801,11597,2607.5,11,1,1,4,3,2,16.84,5,4,5,3,4,5,2,3,0,1
31801,11806,2317.14,12,1,2,2,2,3,24.75,4,5,5,5,4,4,5,5,0,1
31801,11978,2607.5,10,2,2,2,4,5,-9,5,5,5,5,5,5,1,5,0,0
31801,12009,2317.14,11,2,3,2,3,5,-9,5,5,5,5,5,5,5,5,0,0
31801,12080,2607.5,11,1,2,4,4,4,-9,1,4,3,5,2,5,5,3,0,1
32001,40,2557.35,14,1,5,1,1,2,17.13,5,5,4,5,4,4,5,5,0,1
32001,424,2557.35,13,1,5,2,3,4,23,3,4,5,5,5,4,5,5,0,1
32001,997,2557.35,13,2,4,3,3,4,17.89,5,4,5,5,4,4,5,5,0,0
32001,1015,2557.35,14,1,6,1,1,3,23.38,4,3,2,4,2,4,3,3,0,1
32001,1191,2326.64,13,1,3,2,4,2,23.06,5,5,5,5,4,5,5,5,0,1
32001,1219,981.27,12,2,2,1,4,4,16.97,5,5,5,5,5,5,5,5,0,0
32001,1298,607.27,14,1,4,-9,-9,4,29.96,5,5,5,5,5,5,5,5,0,1
32001,1508,2326.64,13,1,6,2,8,5,22.06,1,5,4,1,3,1,3,2,0,1
32001,2608,2557.35,13,2,6,2,3,4,19.49,5,4,5,5,5,4,5,5,0,0
32001,2685,2557.35,14,1,3,5,2,4,25.48,3,4,5,3,5,2,5,5,0,1
32001,3677,2557.35,15,1,4,6,4,3,-9,5,5,5,4,4,3,5,5,0,1
32001,3840,2326.64,13,2,6,1,3,2,21.21,1,1,1,1,3,2,1,1,0,0
32001,3852,2557.35,14,2,2,4,1,3,18.33,5,5,5,5,5,4,5,5,0,0
32001,4366,2326.64,12,1,6,1,1,2,19.01,4,5,-9,5,4,4,4,5,0,1
32001,4811,2326.64,13,1,1,1,1,2,30.21,2,5,5,5,5,5,5,5,0,1
32001,4885,2557.35,14,2,2,1,1,2,21.27,5,5,5,5,4,4,5,5,0,0
32001,4895,2326.64,13,1,5,1,1,3,20.17,3,5,4,5,3,5,5,5,0,1
32001,5540,2326.64,12,2,4,2,4,3,20.85,5,5,5,4,5,3,4,2,0,0
32001,6227,2326.64,13,1,4,2,4,5,18.85,4,5,3,5,4,5,3,5,0,1
32001,6277,2326.64,13,2,2,1,1,5,-9,4,5,5,5,4,4,4,5,0,0
32001,6924,2326.64,12,1,3,2,3,6,17.82,1,3,5,5,3,2,4,5,0,1
32001,7482,2326.64,13,2,4,1,1,2,15.55,4,3,5,4,3,5,5,5,0,0
32001,7741,2326.64,13,1,5,-9,-9,3,-9,5,5,5,5,5,4,4,5,0,1
32001,7805,2326.64,12,2,2,1,3,4,-9,2,3,-9,-9,5,3,4,4,0,0
32001,8346,2326.64,12,2,3,3,2,6,20.36,4,4,5,3,3,2,4,3,0,0
32001,8525,2326.64,13,2,2,1,1,4,19.35,5,4,5,4,4,2,4,5,0,0
32001,8775,2557.35,13,2,4,2,3,4,16.27,1,3,5,5,3,2,5,5,0,0
32001,9225,2557.35,14,1,6,1,4,5,18.86,5,4,3,4,4,4,3,2,0,1
32001,9337,2557.35,14,2,3,1,1,4,17.6,3,5,5,4,3,4,5,5,0,0
32001,9593,2557.35,13,2,5,2,3,4,19.88,3,3,4,5,5,4,5,4,0,0
32001,9726,2557.35,14,1,4,4,5,6,28.99,5,5,4,2,3,3,2,5,0,1
32001,9975,2326.64,13,1,3,4,2,2,18.26,-9,-9,-9,-9,-9,-9,-9,-9,0,1
32001,9979,2326.64,13,1,6,2,2,3,21.9,5,5,5,5,4,5,5,5,0,1
32001,10094,2557.35,15,1,1,6,2,2,25.18,5,5,5,2,4,5,5,5,0,1
32001,10733,2326.64,12,1,6,2,4,4,17.68,5,5,4,5,5,3,5,5,0,1
32001,10965,2557.35,14,2,3,1,3,4,18.93,3,3,5,5,3,3,5,3,0,0
32001,11251,2326.64,13,2,3,1,1,2,21.3,4,5,5,5,4,5,5,5,0,0
32001,11414,2557.35,13,1,3,3,3,4,14.94,4,4,4,4,4,4,4,4,0,1
32001,11615,2557.35,14,2,2,2,1,2,22.57,5,5,2,4,4,2,5,5,0,0
32001,12026,2326.64,13,2,4,1,1,2,19.81,3,4,5,4,4,2,5,5,0,0
32001,12115,2326.64,12,1,2,1,1,2,17.35,5,4,5,4,4,4,5,5,0,1
32301,216,1521.72,12,2,2,2,3,6,23.19,2,2,2,2,2,2,2,2, ,0
32301,733,2039.03,11,2,5,1,4,4,23.57,5,5,4,5,5,5,5,5, ,0
32301,873,637.21,12,1,3,-9,5,4,-9,2,1,2,2,3,3,3,4, ,1
32301,925,637.21,11,1,2,4,6,4,-9,4,5,5,5,4,3,5,5, ,1
32301,1169,2039.03,12,2,3,2,6,5,29.54,2,1,2,5,2,1,1,1, ,0
32301,1210,1070.28,11,2,1,4,8,6,-9,1,2,3,5,3,5,5,2, ,0
32301,1492,2039.03,13,2,4,1,7,2,-9,1,1,1,2,5,2,3,1, ,0
32301,1837,1070.28,11,1,1,-9,-9,4,19.95,4,4,3,3,2,1,3,1, ,1
32301,2007,1070.28,11,1,3,5,3,6,22.17,5,1,5,1,1,1,5,5, ,1
32301,2743,1023.26,11,1,4,4,4,7,-9,2,3,-9,-9,-9,-9,4,1, ,1
32301,2784,637.21,12,1,2,3,9,7,-9,1,1,1,1,1,5,1,1, ,1
